pathway,pathway_label,database,NES_Acute_HR,NES_Acute_LR,padj_Acute_HR,padj_Acute_LR,significance,set_size
GOBP_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT,Negative Regulation Of Neuron Projection D...,GO:BP,0.992,0.737,0.7257,0.9327,NS,13
GOBP_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,Cellular Response To Insulin Stimulus,GO:BP,0.807,-0.921,0.9283,0.8629,NS,43
GOBP_CELLULAR_RESPONSE_TO_OXIDATIVE_STRESS,Cellular Response To Oxidative Stress,GO:BP,0.829,0.899,0.9174,0.8732,NS,54
GOBP_MULTI_MULTICELLULAR_ORGANISM_PROCESS,Multi Multicellular Organism Process,GO:BP,0.673,1.055,0.9804,0.7358,NS,24
GOBP_REGULATION_OF_KETONE_METABOLIC_PROCESS,Regulation Of Ketone Metabolic Process,GO:BP,-0.891,0.837,0.8373,0.8931,NS,25
GOBP_SISTER_CHROMATID_SEGREGATION,Sister Chromatid Segregation,GO:BP,1.032,0.69,0.6803,0.9676,NS,28
GOBP_PIGMENT_BIOSYNTHETIC_PROCESS,Pigment Biosynthetic Process,GO:BP,-0.778,0.941,0.9076,0.8188,NS,11
GOBP_POSITIVE_REGULATION_OF_STRESS_FIBER_ASSEMBLY,Positive Regulation Of Stress Fiber Assembly,GO:BP,0.75,0.968,0.9234,0.8001,NS,12
GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION,Cell Cycle G2 M Phase Transition,GO:BP,0.957,0.758,0.7504,0.922,NS,14
GOBP_POSITIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT,Positive Regulation Of Nucleocytoplasmic T...,GO:BP,1.167,-0.545,0.5503,0.9933,NS,12
GOBP_EPIDERMIS_DEVELOPMENT,Epidermis Development,GO:BP,0.875,-0.837,0.8591,0.8987,NS,25
GOBP_REGULATION_OF_D_GLUCOSE_IMPORT,Regulation Of D Glucose Import,GO:BP,0.94,0.77,0.7663,0.9151,NS,11
GOBP_REGULATION_OF_ORGANIC_ACID_TRANSPORT,Regulation Of Organic Acid Transport,GO:BP,0.621,-1.088,0.9804,0.7063,NS,13
GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS,Fatty Acid Biosynthetic Process,GO:BP,-1.143,0.564,0.5333,0.9955,NS,37
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY,Regulation Of Protein Localization To Cell...,GO:BP,0.853,-0.852,0.8866,0.8987,NS,35
GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,Negative Regulation Of Canonical Nf Kappab...,GO:BP,0.848,0.855,0.8693,0.8758,NS,11
GOBP_ENDOTHELIUM_DEVELOPMENT,Endothelium Development,GO:BP,-0.854,0.848,0.8697,0.8846,NS,17
GOBP_CYTOKINETIC_PROCESS,Cytokinetic Process,GO:BP,-1,0.698,0.7221,0.9584,NS,15
GOBP_RESPONSE_TO_EPIDERMAL_GROWTH_FACTOR,Response To Epidermal Growth Factor,GO:BP,1.267,-0.428,0.4523,0.9988,NS,10
GOBP_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,Regulation Of Intracellular Steroid Hormon...,GO:BP,0.698,0.996,0.95,0.7784,NS,10
GOBP_RESPONSE_TO_AMINO_ACID_STARVATION,Response To Amino Acid Starvation,GO:BP,0.521,-1.173,0.9928,0.6458,NS,10
GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,Regulation Of Calcium Ion Transmembrane Tr...,GO:BP,0.715,-0.978,0.9804,0.7888,NS,44
GOBP_ENDOTHELIAL_CELL_DEVELOPMENT,Endothelial Cell Development,GO:BP,0.771,0.921,0.9154,0.8377,NS,14
GOBP_ENDOTHELIAL_CELL_DIFFERENTIATION,Endothelial Cell Differentiation,GO:BP,0.771,0.921,0.9154,0.8377,NS,14
GOBP_REGULATION_OF_GLUCONEOGENESIS,Regulation Of Gluconeogenesis,GO:BP,0.786,-0.906,0.8986,0.8482,NS,11
GOBP_CELL_CELL_JUNCTION_ORGANIZATION,Cell Cell Junction Organization,GO:BP,0.841,-0.85,0.8863,0.8886,NS,24
GOBP_REGULATION_OF_ACTOMYOSIN_STRUCTURE_ORGANIZATION,Regulation Of Actomyosin Structure Organiz...,GO:BP,-0.518,1.172,0.9947,0.6468,NS,16
GOBP_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,Regulation Of Carbohydrate Metabolic Process,GO:BP,-0.862,-0.826,0.8832,0.9257,NS,41
GOBP_REGULATION_OF_PROTEIN_SECRETION,Regulation Of Protein Secretion,GO:BP,0.861,0.826,0.8863,0.9,NS,40
GOBP_REGULATION_OF_PROTEIN_TARGETING,Regulation Of Protein Targeting,GO:BP,0.982,0.704,0.7326,0.9586,NS,21
GOBP_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS,Glycoprotein Biosynthetic Process,GO:BP,-0.81,0.871,0.8959,0.8732,NS,16
GOBP_NEGATIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,Negative Regulation Of Reactive Oxygen Spe...,GO:BP,-0.902,-0.776,0.8043,0.92,NS,13
GOBP_PROTEIN_METHYLATION,Protein Methylation,GO:BP,0.809,-0.868,0.8946,0.8735,NS,15
GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,Calcium Ion Transmembrane Transport,GO:BP,-0.754,-0.922,0.9783,0.8665,NS,61
GOBP_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION,Phosphatidylinositol 3 Kinase Protein Kina...,GO:BP,0.968,0.707,0.7457,0.965,NS,33
GOBP_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS,Carbohydrate Derivative Catabolic Process,GO:BP,-0.867,-0.807,0.8929,0.9498,NS,61
GOBP_DEVELOPMENTAL_CELL_GROWTH,Developmental Cell Growth,GO:BP,0.923,0.748,0.7928,0.9378,NS,26
GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE,Positive Regulation Of Mitotic Cell Cycle,GO:BP,0.768,-0.899,0.9219,0.8629,NS,17
GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,Positive Regulation Of Nervous System Deve...,GO:BP,1.031,-0.636,0.6793,0.9879,NS,26
GOBP_POSITIVE_REGULATION_OF_NEUROGENESIS,Positive Regulation Of Neurogenesis,GO:BP,1.031,-0.636,0.6793,0.9879,NS,26
GOBP_METENCEPHALON_DEVELOPMENT,Metencephalon Development,GO:BP,0.738,-0.927,0.9438,0.8377,NS,18
GOBP_PTERIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,Pteridine Containing Compound Metabolic Pr...,GO:BP,-0.821,-0.839,0.8832,0.888,NS,10
GOBP_REGULATION_OF_NUCLEAR_DIVISION,Regulation Of Nuclear Division,GO:BP,-0.978,-0.681,0.7326,0.9588,NS,11
GOBP_LIMBIC_SYSTEM_DEVELOPMENT,Limbic System Development,GO:BP,0.752,0.906,0.9219,0.8446,NS,11
GOBP_REGULATION_OF_HYDROLASE_ACTIVITY,Regulation Of Hydrolase Activity,GO:BP,0.908,-0.747,0.8157,0.9606,NS,31
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,Epithelial To Mesenchymal Transition,GO:BP,0.624,1.031,0.9804,0.757,NS,11
GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION,Regulation Of Alpha Beta T Cell Activation,GO:BP,-0.824,0.826,0.8863,0.888,NS,13
GOBP_REGULATION_OF_PROTEIN_NEDDYLATION,Regulation Of Protein Neddylation,GO:BP,-0.823,-0.826,0.8851,0.888,NS,11
GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT,Positive Regulation Of Monoatomic Ion Tran...,GO:BP,-0.496,1.147,0.9968,0.6468,NS,27
GOBP_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION,Positive Regulation Of Establishment Of Pr...,GO:BP,1.138,-0.505,0.5726,0.9955,NS,13
GOBP_GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT,Golgi To Plasma Membrane Transport,GO:BP,0.661,0.981,0.9767,0.7888,NS,12
GOBP_METHYLATION,Methylation,GO:BP,-0.854,-0.788,0.8832,0.935,NS,30
GOBP_REGULATION_OF_LIPID_LOCALIZATION,Regulation Of Lipid Localization,GO:BP,-0.745,-0.897,0.956,0.8665,NS,25
GOBP_REGULATION_OF_D_GLUCOSE_TRANSMEMBRANE_TRANSPORT,Regulation Of D Glucose Transmembrane Tran...,GO:BP,0.888,0.752,0.8197,0.9247,NS,12
GOBP_MULTIVESICULAR_BODY_SORTING_PATHWAY,Multivesicular Body Sorting Pathway,GO:BP,-0.909,-0.728,0.7944,0.9378,NS,10
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,Establishment Of Protein Localization To P...,GO:BP,0.546,-1.088,0.9928,0.7125,NS,16
GOBP_CELL_SUBSTRATE_ADHESION,Cell Substrate Adhesion,GO:BP,0.977,0.657,0.7441,0.9885,NS,55
GOBP_PERIPHERAL_NERVOUS_SYSTEM_AXON_ENSHEATHMENT,Peripheral Nervous System Axon Ensheathment,GO:BP,-0.948,-0.681,0.7599,0.9593,NS,10
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE,Positive Regulation Of Cell Cycle,GO:BP,0.91,0.719,0.8185,0.9606,NS,35
GOBP_SODIUM_ION_TRANSPORT,Sodium Ion Transport,GO:BP,0.981,0.648,0.7282,0.978,NS,20
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION,Positive Regulation Of Endothelial Cell Mi...,GO:BP,-0.847,-0.781,0.8695,0.92,NS,14
GOBP_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT,Post Golgi Vesicle Mediated Transport,GO:BP,0.631,0.993,0.9829,0.7763,NS,19
GOBP_REGULATION_OF_SYNAPSE_ASSEMBLY,Regulation Of Synapse Assembly,GO:BP,0.846,0.774,0.8695,0.9141,NS,11
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,Positive Regulation Of Protein Localizatio...,GO:BP,0.823,0.796,0.894,0.9115,NS,23
GOBP_RHYTHMIC_PROCESS,Rhythmic Process,GO:BP,0.589,1.029,0.9928,0.7526,NS,34
GOBP_CELL_MATRIX_ADHESION,Cell Matrix Adhesion,GO:BP,0.65,0.967,0.9888,0.8044,NS,36
GOBP_NUCLEAR_MIGRATION,Nuclear Migration,GO:BP,0.803,0.814,0.894,0.8905,NS,11
GOBP_NUCLEUS_LOCALIZATION,Nucleus Localization,GO:BP,0.803,0.814,0.894,0.8905,NS,11
GOBP_ORGANELLE_FUSION,Organelle Fusion,GO:BP,-0.801,-0.816,0.9219,0.9192,NS,32
GOBP_CARBOHYDRATE_HOMEOSTASIS,Carbohydrate Homeostasis,GO:BP,-0.718,0.895,0.9792,0.8732,NS,42
GOBP_MITOTIC_SPINDLE_ORGANIZATION,Mitotic Spindle Organization,GO:BP,0.974,-0.639,0.7435,0.98740000000000006,NS,28
GOBP_NEGATIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE,Negative Regulation Of Erk1 And Erk2 Cascade,GO:BP,-0.777,0.834,0.9076,0.888,NS,11
GOBP_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,Regulation Of Reactive Oxygen Species Meta...,GO:BP,0.711,-0.9,0.9783,0.8732,NS,35
GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,Negative Regulation Of Inflammatory Response,GO:BP,0.574,1.033,0.9918,0.7526,NS,15
GOBP_ANATOMICAL_STRUCTURE_MATURATION,Anatomical Structure Maturation,GO:BP,0.711,-0.895,0.956,0.8587,NS,15
GOBP_REGULATION_OF_DENDRITE_DEVELOPMENT,Regulation Of Dendrite Development,GO:BP,-0.768,-0.837,0.914,0.8846,NS,11
GOBP_CALCIUM_ION_TRANSMEMBRANE_IMPORT_INTO_CYTOSOL,Calcium Ion Transmembrane Import Into Cytosol,GO:BP,0.795,0.806,0.9298,0.9182,NS,38
GOBP_POSITIVE_REGULATION_OF_CHEMOTAXIS,Positive Regulation Of Chemotaxis,GO:BP,0.844,0.755,0.8674,0.922,NS,10
GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,Regulation Of Calcium Ion Transmembrane Tr...,GO:BP,0.758,-0.841,0.9174,0.888,NS,13
GOBP_TISSUE_HOMEOSTASIS,Tissue Homeostasis,GO:BP,-0.561,1.036,0.9928,0.7477,NS,21
GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING,Cell Cycle Checkpoint Signaling,GO:BP,0.734,0.861,0.935,0.8735,NS,11
GOBP_CALCIUM_ION_HOMEOSTASIS,Calcium Ion Homeostasis,GO:BP,0.668,0.922,0.9918,0.8572,NS,57
GOBP_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS,Regulation Of Steroid Biosynthetic Process,GO:BP,0.849,0.737,0.8695,0.9327,NS,14
GOBP_HINDBRAIN_DEVELOPMENT,Hindbrain Development,GO:BP,0.711,-0.874,0.9626,0.8781,NS,20
GOBP_INSULIN_SECRETION,Insulin Secretion,GO:BP,-0.695,-0.889,0.98,0.8735,NS,31
GOBP_METAPHASE_CHROMOSOME_ALIGNMENT,Metaphase Chromosome Alignment,GO:BP,0.815,-0.769,0.8934,0.9321,NS,18
GOBP_DENDRITIC_SPINE_DEVELOPMENT,Dendritic Spine Development,GO:BP,0.669,0.913,0.968,0.8385,NS,11
GOBP_MULTICELLULAR_ORGANISM_GROWTH,Multicellular Organism Growth,GO:BP,0.718,0.862,0.9558,0.8735,NS,19
GOBP_REGULATION_OF_LIPID_TRANSPORT,Regulation Of Lipid Transport,GO:BP,-0.719,-0.86,0.9593,0.8846,NS,19
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,Regulation Of Glucose Metabolic Process,GO:BP,-0.836,-0.742,0.8931,0.956,NS,24
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS,Cellular Response To Oxygen Levels,GO:BP,0.744,0.833,0.9616,0.8987,NS,33
GOBP_CELL_SUBSTRATE_JUNCTION_ORGANIZATION,Cell Substrate Junction Organization,GO:BP,0.671,0.906,0.9804,0.8524,NS,24
GOBP_NEGATIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT,Negative Regulation Of Monoatomic Ion Tran...,GO:BP,1.048,-0.525,0.6656,0.9965,NS,23
GOBP_MEMBRANE_FISSION,Membrane Fission,GO:BP,-0.867,-0.705,0.8481,0.9542,NS,11
HALLMARK_MYOGENESIS,Myogenesis,Hallmark,0.962,0.605,0.7702,0.9988,NS,99
GOBP_NEURON_PROJECTION_ORGANIZATION,Neuron Projection Organization,GO:BP,0.788,0.766,0.8959,0.9182,NS,10
GOBP_RNA_MODIFICATION,RNA Modification,GO:BP,0.963,-0.589,0.7504,0.98740000000000006,NS,13
GOBP_REGULATION_OF_GLIOGENESIS,Regulation Of Gliogenesis,GO:BP,-0.649,-0.9,0.9793,0.8524,NS,10
GOBP_FOCAL_ADHESION_ASSEMBLY,Focal Adhesion Assembly,GO:BP,-0.674,0.868,0.9783,0.8732,NS,17
GOBP_MEMBRANE_RAFT_ORGANIZATION,Membrane Raft Organization,GO:BP,-0.571,0.971,0.9918,0.8001,NS,10
GOBP_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT,Skeletal Muscle Organ Development,GO:BP,0.83,-0.712,0.9112,0.9841,NS,49
GOBP_PROSTANOID_METABOLIC_PROCESS,Prostanoid Metabolic Process,GO:BP,0.724,-0.817,0.956,0.8987,NS,17
GOBP_VESICLE_BUDDING_FROM_MEMBRANE,Vesicle Budding From Membrane,GO:BP,0.903,-0.638,0.8185,0.98740000000000006,NS,26
GOBP_SKELETAL_MUSCLE_TISSUE_REGENERATION,Skeletal Muscle Tissue Regeneration,GO:BP,-0.729,-0.811,0.9452,0.8987,NS,13
GOBP_MULTICELLULAR_ORGANISMAL_RESPONSE_TO_STRESS,Multicellular Organismal Response To Stress,GO:BP,0.545,0.987,0.9928,0.7831,NS,12
GOBP_REGULATION_OF_PHAGOCYTOSIS,Regulation Of Phagocytosis,GO:BP,0.785,-0.744,0.9076,0.9389,NS,16
GOBP_MUSCLE_ORGAN_DEVELOPMENT,Muscle Organ Development,GO:BP,1.006,0.522,0.7169,0.9999,NS,88
GOBP_REGULATION_OF_CELL_SUBSTRATE_ADHESION,Regulation Of Cell Substrate Adhesion,GO:BP,0.842,0.684,0.8954,0.978,NS,37
GOBP_IMPORT_ACROSS_PLASMA_MEMBRANE,Import Across Plasma Membrane,GO:BP,-0.633,-0.891,0.9839,0.8665,NS,21
GOBP_PROTEIN_K48_LINKED_UBIQUITINATION,Protein K48 Linked Ubiquitination,GO:BP,0.733,0.791,0.9491,0.9094,NS,17
GOBP_TISSUE_REGENERATION,Tissue Regeneration,GO:BP,-0.728,0.794,0.9438,0.9042,NS,15
GOBP_COPII_COATED_VESICLE_BUDDING,Copii Coated Vesicle Budding,GO:BP,0.924,-0.595,0.7811,0.9885,NS,15
GOBP_POSITIVE_REGULATION_OF_HORMONE_SECRETION,Positive Regulation Of Hormone Secretion,GO:BP,-0.69,0.826,0.9783,0.8886,NS,20
GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH,Positive Regulation Of Developmental Growth,GO:BP,0.954,0.558,0.7571,0.9907,NS,18
GOBP_MACROMOLECULE_METHYLATION,Macromolecule Methylation,GO:BP,0.726,-0.784,0.9491,0.922,NS,19
GOBP_DENDRITE_DEVELOPMENT,Dendrite Development,GO:BP,0.664,0.843,0.9804,0.888,NS,24
GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY,Positive Regulation Of Hydrolase Activity,GO:BP,0.654,-0.852,0.9804,0.8858,NS,17
GOBP_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY,Tumor Necrosis Factor Mediated Signaling P...,GO:BP,-0.861,0.645,0.8695,0.9775,NS,16
GOBP_BONE_DEVELOPMENT,Bone Development,GO:BP,-0.623,-0.881,0.9865,0.8735,NS,19
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION,Maintenance Of Protein Location,GO:BP,-0.734,0.769,0.9438,0.9182,NS,14
GOBP_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS,Regulation Of Fatty Acid Metabolic Process,GO:BP,-0.493,1.01,0.9968,0.7651,NS,20
GOBP_ORGANELLE_MEMBRANE_FUSION,Organelle Membrane Fusion,GO:BP,0.736,-0.765,0.9491,0.9389,NS,23
GOBP_CELLULAR_RESPONSE_TO_GLUCOSE_STARVATION,Cellular Response To Glucose Starvation,GO:BP,0.692,0.807,0.9616,0.8976,NS,13
GOBP_PROTEIN_POLYUBIQUITINATION,Protein Polyubiquitination,GO:BP,-0.659,-0.84,0.9888,0.9063,NS,35
GOBP_POSITIVE_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING,Positive Regulation Of Substrate Adhesion ...,GO:BP,0.908,0.587,0.7981,0.9864,NS,12
GOBP_CHROMOSOME_LOCALIZATION,Chromosome Localization,GO:BP,0.977,0.514,0.7435,0.9957,NS,22
GOBP_REGULATION_OF_INSULIN_SECRETION,Regulation Of Insulin Secretion,GO:BP,-0.643,-0.841,0.9865,0.8983,NS,27
GOBP_POSITIVE_REGULATION_OF_TRANSPORTER_ACTIVITY,Positive Regulation Of Transporter Activity,GO:BP,-0.663,0.82,0.9783,0.8886,NS,13
GOBP_PROTEIN_N_LINKED_GLYCOSYLATION,Protein N Linked Glycosylation,GO:BP,0.516,0.96,0.9938,0.8082,NS,11
GOBP_REGULATION_OF_CATION_CHANNEL_ACTIVITY,Regulation Of Cation Channel Activity,GO:BP,0.571,0.905,0.9918,0.8501,NS,15
GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,Protein Localization To Endoplasmic Reticulum,GO:BP,0.62,-0.854,0.9854,0.8848,NS,17
GOBP_REGULATION_OF_CALCIUM_ION_TRANSPORT,Regulation Of Calcium Ion Transport,GO:BP,0.759,0.713,0.9686,0.978,NS,54
GOBP_NEGATIVE_REGULATION_OF_MACROAUTOPHAGY,Negative Regulation Of Macroautophagy,GO:BP,-0.643,-0.818,0.9804,0.8904,NS,11
GOBP_PROTEIN_MONOUBIQUITINATION,Protein Monoubiquitination,GO:BP,0.616,-0.831,0.9804,0.888,NS,11
GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT,Endosome To Lysosome Transport,GO:BP,0.815,0.63,0.8934,0.978,NS,15
GOBP_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT,Golgi To Plasma Membrane Protein Transport,GO:BP,0.67,0.772,0.9656,0.9151,NS,10
GOBP_REGULATION_OF_STEROID_METABOLIC_PROCESS,Regulation Of Steroid Metabolic Process,GO:BP,0.737,0.697,0.9438,0.9586,NS,19
HALLMARK_TNFA_SIGNALING_VIA_NFKB,TNFa Signaling Via Nfkb,Hallmark,0.815,0.617,0.8874,0.978,NS,11
GOBP_NEGATIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT,Negative Regulation Of Monoatomic Ion Tran...,GO:BP,0.836,-0.595,0.8832,0.9885,NS,19
GOBP_VESICLE_LOCALIZATION,Vesicle Localization,GO:BP,0.679,0.752,0.9804,0.9439,NS,35
GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS,Unsaturated Fatty Acid Metabolic Process,GO:BP,-0.723,0.707,0.9718,0.9593,NS,26
GOBP_NEGATIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,Negative Regulation Of Carbohydrate Metabo...,GO:BP,-0.647,0.782,0.9804,0.9115,NS,15
GOBP_PLASMA_MEMBRANE_REPAIR,Plasma Membrane Repair,GO:BP,-0.848,0.577,0.8697,0.9879,NS,13
GOBP_VESICLE_TARGETING,Vesicle Targeting,GO:BP,-0.561,-0.854,0.9918,0.8758,NS,11
GOBP_PEPTIDE_METABOLIC_PROCESS,Peptide Metabolic Process,GO:BP,-0.347,1.066,1,0.7364,NS,17
GOBP_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING,Regulation Of Substrate Adhesion Dependent...,GO:BP,0.876,0.537,0.8373,0.9907,NS,14
GOBP_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH,Regulation Of Multicellular Organism Growth,GO:BP,-0.724,-0.684,0.9438,0.9588,NS,10
GOBP_REGULATION_OF_SPINDLE_ORGANIZATION,Regulation Of Spindle Organization,GO:BP,0.61,-0.791,0.9804,0.9091,NS,12
GOBP_REGULATION_OF_MUSCLE_ADAPTATION,Regulation Of Muscle Adaptation,GO:BP,0.707,0.691,0.9686,0.9635,NS,25
GOBP_INTERMEDIATE_FILAMENT_BASED_PROCESS,Intermediate Filament Based Process,GO:BP,0.684,0.711,0.9616,0.9439,NS,11
GOBP_HORMONE_METABOLIC_PROCESS,Hormone Metabolic Process,GO:BP,-0.818,0.566,0.9076,0.9955,NS,32
GOBP_MITOTIC_METAPHASE_CHROMOSOME_ALIGNMENT,Mitotic Metaphase Chromosome Alignment,GO:BP,0.745,-0.638,0.9352,0.9789,NS,14
GOBP_GLAND_MORPHOGENESIS,Gland Morphogenesis,GO:BP,0.644,-0.738,0.9775,0.9334,NS,10
GOBP_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION,Regulation Of Autophagy Of Mitochondrion,GO:BP,-0.6,0.779,0.9888,0.9136,NS,16
GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT,Respiratory System Development,GO:BP,0.611,-0.754,0.9888,0.9378,NS,20
GOBP_NEGATIVE_REGULATION_OF_AUTOPHAGY,Negative Regulation Of Autophagy,GO:BP,0.577,0.787,0.9918,0.9115,NS,19
GOBP_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION,Regulation Of Cell Substrate Junction Orga...,GO:BP,-0.653,0.707,0.9804,0.956,NS,17
GOBP_REGULATION_OF_CYTOKINESIS,Regulation Of Cytokinesis,GO:BP,-0.663,0.693,0.9783,0.9542,NS,10
GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR,Response To Tumor Necrosis Factor,GO:BP,0.842,0.504,0.8857,0.9978,NS,27
GOBP_ICOSANOID_METABOLIC_PROCESS,Icosanoid Metabolic Process,GO:BP,0.416,0.92,1,0.8404,NS,24
GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION,Mitotic Sister Chromatid Segregation,GO:BP,0.891,0.435,0.8349,0.9989,NS,26
GOBP_RAS_PROTEIN_SIGNAL_TRANSDUCTION,Ras Protein Signal Transduction,GO:BP,-0.517,-0.794,0.9947,0.9141,NS,15
GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION,Positive Regulation Of Cell Substrate Adhe...,GO:BP,0.8,-0.507,0.9076,0.9988,NS,28
GOBP_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION,Cardiac Muscle Cell Membrane Repolarization,GO:BP,-0.726,-0.579,0.9438,0.98740000000000006,NS,10
HALLMARK_UV_RESPONSE_DN,UV Response Dn,Hallmark,-0.586,0.714,0.9914,0.9504,NS,15
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT,Negative Regulation Of Calcium Ion Transport,GO:BP,0.683,0.614,0.9648,0.978,NS,12
GOBP_MITOCHONDRION_LOCALIZATION,Mitochondrion Localization,GO:BP,0.527,-0.758,0.9928,0.9243,NS,11
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,Negative Regulation Of Calcium Ion Transme...,GO:BP,-0.628,0.657,0.9804,0.9654,NS,11
GOBP_MEMBRANE_REPOLARIZATION,Membrane Repolarization,GO:BP,-0.624,0.656,0.9804,0.9661,NS,13
GOBP_REGULATION_OF_TRANSPORTER_ACTIVITY,Regulation Of Transporter Activity,GO:BP,-0.663,0.617,0.9804,0.98740000000000006,NS,23
GOBP_REGULATION_OF_MEMBRANE_REPOLARIZATION,Regulation Of Membrane Repolarization,GO:BP,-0.551,0.728,0.9925,0.9334,NS,10
GOBP_SPROUTING_ANGIOGENESIS,Sprouting Angiogenesis,GO:BP,-0.675,-0.598,0.975,0.9885,NS,15
GOBP_REGULATION_OF_SPINDLE_ASSEMBLY,Regulation Of Spindle Assembly,GO:BP,-0.663,-0.605,0.9783,0.9841,NS,10
GOBP_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Negative Regulation Of Oxidative Stress In...,GO:BP,-0.674,0.593,0.971,0.9841,NS,12
GOBP_FAT_CELL_DIFFERENTIATION,Fat Cell Differentiation,GO:BP,-0.571,0.695,0.9928,0.9625,NS,24
GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION,Neural Precursor Cell Proliferation,GO:BP,0.533,0.73,0.9928,0.9346,NS,13
GOBP_MITOTIC_SPINDLE_ASSEMBLY,Mitotic Spindle Assembly,GO:BP,-0.655,0.588,0.98,0.98740000000000006,NS,14
GOBP_MITOPHAGY,Mitophagy,GO:BP,0.6,0.637,0.9918,0.9841,NS,25
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,Hallmark,0.582,0.632,0.9955,0.9885,NS,40
